MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Ageofhouse,SalePrice
0.15009537873249978,0.3420656787002747,0.24550539871223198,0.8237092832716444,0.4560875716003663,0.4560875716003662,0.4560875716003662,0.0,0.4560875716003663,0.0,0.12054564621167839,0.1954079469151915,0.2219265707212078,0.0,0.332911183270563,0.4670472881566838,0.2777833688794146,0.4521014352892053,0.44841219608156724,0.1784046158746699,0.1500692842600275,0.5275719451342783,0.46060809066425484,0.10148422463637007,0.30405838106691085,0.4560875716003663,0.43197037766252033,0.3120915849382321,0.4560875716003662,0.46813737740734807,0.18797332516013782,0.32654607956779125,0.4560875716003662,0.0,0.06447740703897417,0.33839115577635426,0.17266396164049916,0.0,0.4560875716003663,0.4560875716003663,0.3132013817684727,0.4733531367928489,0.0,0.44881422934231213,0.4054516841638201,0.0,0.4838650582999684,0.32315451761744274,0.3780622081821862,0.217597500330977,0.30405838106691085,0.5339975714722461,0.4560875716003662,0.0,0.0760186549049494,0.4505838686633234,0.1520373098098988,0.4239936213268168,0.49815645837455497,0.36488954354375713,0.36488954354375713,0.4560875716003663,0.0,0.10768537380134252,0.0,0.0,0.0,0.0,0.0,0.07346146708146291,0.4442831988304382,0.4560875716003663,0.4403780844409094,0.027334814330263503,208500
0.04370373976806849,0.30968748526378215,0.27545351838810955,0.8587422119413273,0.41291664701837616,0.41291664701837616,0.41291664701837616,0.0,0.20645832350918808,0.0,0.5238499671988837,0.08845581338452428,0.20092013282655752,0.0,0.12055980308224704,0.35785648007300264,0.40824114337772444,0.4015644162618004,0.39828756935703963,0.16151774436887747,0.13586449080308233,0.31842311610088164,0.25662109341010003,0.0,0.41291664701837616,0.41291664701837616,0.19554113185960614,0.28255058642172837,0.41291664701837616,0.14127529321086418,0.0,0.4095366581341168,0.41291664701837616,0.0,0.11052201626970842,0.45166740271400363,0.15632047120103365,0.0,0.41291664701837616,0.41291664701837616,0.430021034556437,0.0,0.0,0.29146592712961505,0.0,0.29256635828777766,0.43806485842512616,0.0,0.342276766760347,0.19700083017165657,0.41291664701837616,0.3545311706277944,0.41291664701837616,0.2599477115636739,0.06882311654329133,0.400216486994841,0.13764623308658266,0.38386054647604356,0.3785795865206863,0.3303509594077984,0.3303509594077984,0.41291664701837616,0.252657118723137,0.0,0.0,0.0,0.0,0.0,0.0,0.1737262715472493,0.400041916465547,0.41291664701837616,0.39869413983296886,0.15343412891346117,181500
0.11837052301769398,0.27084716836167905,0.20051759850974646,0.8901616704567334,0.36112955781557204,0.0,0.36112955781557204,0.0,0.36112955781557204,0.0,0.0954478890101395,0.1547237632797517,0.17572117580590457,0.0,0.26359865054972426,0.36555314145943585,0.21722970845398942,0.3532622999171748,0.3505650358754468,0.1412605474361161,0.11882466798286154,0.41773079365815846,0.36470889904802595,0.06641593322516468,0.2407530385437147,0.36112955781557204,0.34203359439791925,0.24711371912905306,0.36112955781557204,0.24711371912905306,0.14883703925105773,0.17798804816151825,0.36112955781557204,0.0,0.14771371904942218,0.28797040996600354,0.1367151047311465,0.0,0.36112955781557204,0.36112955781557204,0.2612034194585325,0.38006692663081204,0.0,0.36677928338641674,0.3210361266891881,0.0,0.38312373637618596,0.2558733351224646,0.29934917452046184,0.17229342338921214,0.2407530385437147,0.30691827601479105,0.36112955781557204,0.2273456466577907,0.06019147405229776,0.35207650612248426,0.12038294810459552,0.3357176088993289,0.4376264715924248,0.28891907545102924,0.28891907545102924,0.36112955781557204,0.0,0.058707146750254464,0.0,0.0,0.0,0.0,0.0,0.27687742692125034,0.3474321745545237,0.36112955781557204,0.3486908059076928,0.030301139599988286,223500
0.15966271076548866,0.31160845365641754,0.20380504923496948,0.8599563974689091,0.4154779382085568,0.0,0.41547793820855666,0.0,0.0,0.0,0.13177484237679946,0.17800899640613155,0.20216642543755917,0.0,0.3032690663910944,0.423642419788957,0.2518870611072062,0.391064074609777,0.39960627569817647,0.1625196269006114,0.13670724811467316,0.5206471903109833,0.4841491779912523,0.0,0.41547793820855666,0.4154779382085568,0.0,0.4264548399797039,0.13849264606951892,0.4264548399797039,0.0,0.09101086752260562,0.4154779382085567,0.0,0.21145102497950924,0.2722492954336103,0.15729011543461735,0.2077389691042784,0.4154779382085568,0.4154779382085568,0.3211240476148868,0.3817235149106372,0.0,0.4083634162793396,0.3693506253381881,0.0,0.22039107104828695,0.0,0.34439988403749505,0.1982228116403632,0.27698529213903783,0.42055087594689805,0.41547793820855666,0.261560147846743,0.34625010603194867,0.40754385743495786,0.27700008482555893,0.5793624072598076,0.5316428342703912,0.33240010179067075,0.33240010179067075,0.4154779382085568,0.0,0.05628525774665701,0.5362931334213391,0.0,0.0,0.0,0.0,0.06639501730536806,0.4024419304803968,0.4154779382085568,0.0,0.4531972294730536,140000
0.09496121132726609,0.21829606074967225,0.199565918513328,0.9181181059067471,0.29106141433289634,0.0,0.2910614143328963,0.0,0.14553070716644817,0.0,0.23078585207834165,0.12470349323804615,0.1416268839019432,0.0,0.2124539362253701,0.33510432316726574,0.17254803917744296,0.28052810089015734,0.2782389348139953,0.1138524771411614,0.0957697180201215,0.33668059836475694,0.2939462740707695,0.11565033854719113,0.19404094288859752,0.29106141433289634,0.27567054421411813,0.19916749275753365,0.2910614143328963,0.0,0.1199589405297515,0.19333811077457488,0.2910614143328963,0.0,0.13441532375783238,0.2888598113206562,0.11018896371822179,0.0,0.29106141433289634,0.29106141433289634,0.262120642267802,0.3724707362587436,0.0,0.36360299929732204,0.2587471090744396,0.0,0.30878817355378474,0.20622752471802325,0.32169062221452455,0.13886420096781735,0.19404094288859752,0.37629833091287473,0.2910614143328963,0.18323491950896223,0.048512826461551334,0.27958645361743717,0.09702565292310267,0.4058700262051078,0.48498452534548075,0.23286156701544639,0.23286156701544639,0.29106141433289634,0.11474631491769317,0.0946329913726112,0.0,0.0,0.0,0.0,0.0,0.2979822154140287,0.27596720603919056,0.29106141433289634,0.2810360906104546,0.027910814378305164,250000
0.08048093300639746,0.22294747936744924,0.20679933733512137,0.9325488531977753,0.29726330582326566,0.0,0.29726330582326566,0.0,0.29726330582326566,0.0,0.17284916090444163,0.127360655937901,0.14464464758625756,0.0,0.0,0.2065124361965965,0.1765029158259191,0.2858721903363923,0.2838446847232771,0.11627842807236813,0.09781036432353271,0.3438545363556672,0.300209635705164,0.0,0.29726330582326566,0.29726330582326566,0.7038612235755024,0.20341132281423224,0.29726330582326566,0.30511698422134836,0.12251500703609468,0.22067031728409045,0.2972633058232656,0.0,0.017930373830096737,0.20509325235870804,0.11253685307340458,0.0,0.29726330582326566,0.29726330582326566,0.17573377301918014,0.20447343142144972,0.0,0.22080257286117297,0.26426045235837986,0.0,0.15768389204063574,0.2106217888411468,0.08213628902941886,0.1418230978324984,0.29726330582326566,0.2026493365814435,0.29726330582326566,0.0,0.04954653024635306,0.2849126045853655,0.19818612098541225,0.2763454945315291,0.2843933973700005,0.2378233451824947,0.2378233451824947,0.29726330582326566,0.02441485658451279,0.03451764874316273,0.0,0.5456734062820188,0.0,0.0,0.0625747661110359,0.25273078271220695,0.282443724402365,0.29726330582326566,0.28702436405727494,0.0570110673675566,143000
0.04097971994781565,0.29134218823782804,0.24098376528009008,0.8438431752331492,0.38845625098377073,0.3884562509837707,0.3884562509837707,0.0,0.38845625098377073,0.0,0.43121583091833865,0.1664317188139095,0.18901800668136384,0.0,0.11341806987642991,0.45407426661437383,0.23465563421531643,0.3821732943522852,0.37925414207803987,0.1519497406993546,0.12781613703463884,0.4493405054033109,0.39230644116083935,0.08202557574065207,0.25897083398918047,0.38845625098377073,0.36791529498167863,0.0,0.3884562509837707,0.0,0.16009954605963614,0.5393082920409074,0.3884562509837707,0.0,0.11605649322110315,0.5676709705783346,0.14706034409910246,0.0,0.38845625098377073,0.38845625098377073,0.5524311550626959,0.0,0.0,0.37472394239266016,0.3453289477559773,0.0,0.4121147302254145,0.0,0.32200094274390867,0.18533087605394255,0.25897083398918047,0.3915666079844524,0.3884562509837707,0.24454890403423596,0.06474616614872467,0.3808904551672218,0.12949233229744933,0.3611213785188693,0.4924205839978596,0.3107815975138784,0.3107815975138784,0.38845625098377073,0.2033926139882412,0.08570291961928056,0.0,0.0,0.0,0.0,0.0,0.26447787833764314,0.37510632095636254,0.38845625098377073,0.3750762580463894,0.013968869345173471,307000
0.12562448022469638,0.28713143553019854,0.22050797520605164,0.862136948098335,0.3828419140402647,0.0,0.38284191404026463,0.0,0.0,0.0,0.2833223280702415,0.3280525805743323,0.18628613977174013,0.0,0.2794471117936715,0.38875999867957645,0.2799022335052842,0.3702046848273186,0.3671837396776033,0.14975361941000975,0.12596881739874044,0.22142310583079086,0.1784475958289277,0.10430976075095551,0.38284191404026463,0.3828419140402647,0.18129891767575024,0.2619710493630926,0.38284191404026463,0.2619710493630926,0.0,0.3335064041417095,0.07656838280805293,0.020875565265450466,0.07793657153299499,0.36733651457801847,0.1449348889913282,0.0,0.3828419140402647,0.3828419140402647,0.34305218329524534,0.4573536480399283,0.0,0.4611133911199075,0.340337927366581,0.0,0.4061584585757552,0.2712573237225236,0.31734708073470547,0.18265229904155858,0.38284191404026463,0.3855445026640721,0.38284191404026463,0.4820289042063962,0.06381039335156005,0.3689620206139664,0.1276207867031201,0.3559021109916413,0.3693191346206568,0.30628988808748825,0.30628988808748825,0.3828419140402647,0.1847311883977358,0.30229314109101274,0.41422822743765453,0.0,0.0,0.0,0.04029465251727667,0.3604971154199788,0.3697718308846588,0.3828419140402647,0.3696553014088045,0.16520373648896752,200000
0.15673448236523957,0.5711514768995668,0.24093520047640615,0.709598099471493,0.5711514768995668,0.5711514768995667,0.5711514768995667,0.0,0.5711514768995668,0.0,0.5132553827952094,0.0,0.2779152437456426,0.0,0.0,0.5900312514740103,0.35115833083367154,0.550126209747201,0.5512091410301164,0.2234133666150437,0.18792946504027644,0.16516756561514376,0.66555283113639,0.0,0.5711514768995667,0.5711514768995668,0.0,0.5862412640622853,0.5711514768995667,0.5862412640622853,0.5884902865595264,0.0,0.5711514768995668,0.0,0.5124556899400234,0.4712867758136425,0.21622443328649135,0.2855757384497834,0.5711514768995668,0.1427878692248917,0.48599156044521835,0.521973308513668,0.0,0.5906617260952342,0.0,0.0,0.6059367978355584,0.0,0.315627673293073,0.5449880304679264,0.5711514768995667,0.6750501177369956,0.19038382563318892,0.7191258596539344,0.47598498319665106,0.5482796038513333,0.3807879865573209,0.5309607147747426,0.5327630861351912,0.11423639596719626,0.45694558386878503,0.5711514768995668,0.1055471951215496,0.0,0.5556361964915688,0.0,0.0,0.0,0.0,0.19286925604390479,0.5616409303292297,0.5711514768995668,0.0,0.527156924314205,129900
0.5380187243080369,0.38302333809892886,0.20916421933679494,0.8031585456537407,0.5106977841319051,0.5106977841319051,0.5106977841319051,0.0,0.0,0.0,0.08098759743577714,0.0,0.0,0.12767444603297629,0.07455454355506082,0.36945926612624747,0.3777409388321166,0.4918080998606336,0.490679332737411,0.19976611440298336,0.16803801662241016,0.393827618681258,0.3173905065644213,0.0,0.5106977841319051,0.5106977841319051,0.0,0.5241903884211478,0.5106977841319051,0.5241903884211478,0.2104805449934593,0.4407426400513827,0.5106977841319051,0.0,0.06738451024535366,0.4386666612488364,0.1933380957955671,0.0,0.5106977841319051,0.5106977841319051,0.45587236719225765,0.0,0.0,0.3090488740155562,0.4539989457472989,0.0,0.2709006213714271,0.0,0.28221997120008413,0.48730361523222093,0.5106977841319051,0.3661751863464002,0.5106977841319051,0.6430097756742652,0.08512084307936985,0.49015725007244504,0.1702416861587397,0.23738051240672473,0.20866749540554017,0.20429002339048766,0.4085800467809753,0.5106977841319051,0.0,0.007906833832161451,0.0,0.0,0.0,0.0,0.0,0.03853109025773047,0.49998207888064283,0.5106977841319051,0.4931073019926265,0.4223873959470494,118000
0.038456234643826186,0.27434741929447287,0.20979073848221674,0.9010522412128668,0.3657965590592972,0.36579655905929714,0.36579655905929714,0.0,0.3657965590592972,0.0,0.3673893004111595,0.1567233115859837,0.17799208088217588,0.0,0.10680209055942907,0.25883423747290557,0.22020580280615273,0.3512795412876133,0.34841302913922695,0.42925831794709784,0.1203602799571781,0.21156463605133716,0.17050253416025057,0.0,0.36579655905929714,0.3657965590592972,0.17322690597558055,0.37546088182534015,0.36579655905929714,0.37546088182534015,0.3015210228037602,0.336092908270604,0.3657965590592972,0.0,0.0461968625248557,0.3297387265708886,0.13848192096096648,0.0,0.3657965590592972,0.3657965590592972,0.3042782950412853,0.0,0.0,0.20594121003537524,0.3251849867592472,0.0,0.19403748796979114,0.0,0.3032177666629764,0.17452003044432826,0.36579655905929714,0.25515705961376944,0.36579655905929714,0.0,0.304846745669624,0.3501004030088945,0.24387739653569915,0.17002810140191468,0.2799676223448297,0.292652875842839,0.292652875842839,0.3657965590592972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05775000031695624,0.3521922135732014,0.3657965590592972,0.3531970568905542,0.1885410657196108,129500
